player_id,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
08acd418,Emily Sonnett,us USA,D,Gotham FC,31-358,1993,26,26,"2,339",26.0,0,0,0,0,0,0,5,0,1.1,1.1,0.4,1.5,13,74,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
0567dc96,Alexa Spaanstra,us USA,F,Thorns,25-290,2000,16,5,488,5.4,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.2,16,16,39,0.00,0.18,0.18,0.00,0.18,0.11,0.12,0.23,0.11,0.23,Matches
3ed16dcd,Meredith Speck,us USA,F,Courage,32-290,1993,15,5,476,5.3,1,3,4,1,0,0,0,0,0.9,0.9,1.7,2.7,11,19,68,0.19,0.57,0.76,0.19,0.76,0.18,0.32,0.50,0.18,0.50,Matches
271e0873,Bianca St-Georges,ca CAN,F,Royals,28-113,1997,22,11,"1,056",11.7,3,0,3,3,0,0,4,0,4.8,4.8,1.1,6.0,26,13,72,0.26,0.00,0.26,0.26,0.26,0.41,0.09,0.51,0.41,0.51,Matches
9b763275,Samantha Staab,us USA,D,Chicago Stars,28-235,1997,26,25,"2,162",24.0,2,4,6,2,0,0,2,0,1.7,1.7,2.1,3.7,9,74,9,0.08,0.17,0.25,0.08,0.25,0.07,0.09,0.16,0.07,0.16,Matches
c95d751e,Heather Stainbrook,us USA,M,Spirit,24-249,2001,11,6,436,4.8,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,3,11,9,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.14,0.13,0.14,Matches
b7c6d694,Talia Staude,us USA,D,Courage,24-212,2001,9,7,679,7.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,5,37,6,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
d85718cb,Regan Steigleder,no NOR,D,Current,27-076,1998,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
78078a19,Katie Stengel,us USA,F,Gotham FC,33-262,1992,13,5,552,6.1,1,1,2,1,0,0,1,0,2.9,2.9,0.7,3.5,17,19,37,0.16,0.16,0.33,0.16,0.33,0.47,0.11,0.58,0.47,0.58,Matches
268a4e22,Ella Stevens,us USA,M,Gotham FC,27-342,1997,10,7,645,7.2,0,1,1,0,0,0,2,0,0.9,0.9,1.7,2.6,14,14,40,0.00,0.14,0.14,0.00,0.14,0.13,0.24,0.37,0.13,0.37,Matches
7f140cb9,Kylie Strom,us USA,D,Pride,33-245,1992,17,17,"1,512",16.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,11,65,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
aa1c2ad1,Hina Sugita,jp JPN,M,Angel City,28-291,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,2,26,15,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
aa1c2ad1,Hina Sugita,jp JPN,M,Thorns,28-291,1997,22,18,"1,543",17.1,0,3,3,0,0,0,2,0,3.2,3.2,3.5,6.7,15,82,64,0.00,0.17,0.17,0.00,0.17,0.19,0.20,0.39,0.19,0.39,Matches
b86a8726,Kysha Sylla,fr FRA,D,Spirit,21-287,2004,14,2,388,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ac768b90,Mina Tanaka,jp JPN,M,Royals,31-204,1994,23,22,"1,988",22.1,6,1,7,5,1,1,2,0,5.5,4.8,1.4,6.2,26,71,78,0.27,0.05,0.32,0.23,0.27,0.25,0.07,0.31,0.22,0.28,Matches
93504985,Ana Tejada,es ESP,M,Royals,23-169,2002,23,20,"1,671",18.6,0,0,0,0,0,0,6,1,0.3,0.3,0.7,1.0,3,52,7,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05,Matches
2fcc0a10,Alyssa Thompson,us USA,F,Angel City,21-011,2004,16,16,"1,393",15.5,6,2,8,5,1,2,3,0,4.9,3.5,3.3,6.8,52,36,124,0.39,0.13,0.52,0.32,0.45,0.32,0.22,0.53,0.22,0.44,Matches
36008361,Gisele Thompson,us USA,D,Angel City,19-351,2005,23,21,"1,657",18.4,1,5,6,1,0,0,1,0,1.9,1.9,1.5,3.4,57,57,95,0.05,0.27,0.33,0.05,0.33,0.10,0.08,0.18,0.10,0.18,Matches
0c6c239b,Janni Thomsen,dk DEN,D,Royals,25-275,2000,26,20,"1,814",20.2,3,0,3,3,0,0,1,0,1.3,1.3,0.9,2.2,57,42,72,0.15,0.00,0.15,0.15,0.15,0.06,0.04,0.11,0.06,0.11,Matches
18dd307e,Riley Tiernan,us USA,F,Angel City,23-004,2002,26,26,"2,193",24.4,8,1,9,8,0,0,4,0,4.5,4.5,2.2,6.7,44,43,106,0.33,0.04,0.37,0.33,0.37,0.19,0.09,0.28,0.19,0.28,Matches
7f88a259,Pietra Tordin,us USA,F,Thorns,21-233,2004,24,9,903,10.0,4,0,4,4,0,0,3,0,4.7,4.7,1.2,6.0,6,15,60,0.40,0.00,0.40,0.40,0.40,0.47,0.12,0.59,0.47,0.59,Matches
1cc6b80b,Kaitlyn Torpey,au AUS,D,Thorns,25-246,2000,18,13,"1,043",11.6,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,9,36,25,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
711932d7,Taryn Torres,us USA,M,Gotham FC,26-209,1999,15,8,762,8.5,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,6,26,7,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.10,0.04,0.10,Matches
cc4c8fb2,Reilyn Turner,us USA,F,Thorns,23-032,2002,25,22,"1,818",20.2,5,1,6,5,0,0,2,0,9.0,9.0,2.2,11.2,27,26,125,0.25,0.05,0.30,0.25,0.30,0.45,0.11,0.56,0.45,0.56,Matches
74c3d2a9,Olivia Van der Jagt,us USA,M,Reign,26-120,1999,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31d22151,Kiki Van Zanten,jm JAM,F,Dash,24-085,2001,17,13,"1,107",12.3,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,24,28,64,0.16,0.08,0.24,0.16,0.24,0.11,0.11,0.22,0.11,0.22,Matches
a0516248,Mary Vignola,us USA,D,Angel City,27-280,1998,20,16,"1,337",14.9,1,2,3,1,0,0,1,0,1.5,1.5,0.6,2.1,26,62,43,0.07,0.13,0.20,0.07,0.20,0.10,0.04,0.14,0.10,0.14,Matches
a0516248,Mary Vignola,us USA,D,Thorns,27-280,1998,3,3,232,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,6,5,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
05c99b84,Viviana Villacorta,us USA,M,Pride,26-289,1999,6,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
55d492ba,Cortnee Vine,au AUS,F,Courage,27-223,1998,16,5,527,5.9,1,0,1,1,0,0,0,0,2.0,2.0,0.7,2.7,7,9,39,0.17,0.00,0.17,0.17,0.17,0.34,0.12,0.46,0.34,0.46,Matches
56d5fb23,Ally Watt,us USA,M,Pride,28-251,1997,24,19,"1,546",17.2,2,2,4,2,0,0,1,0,4.8,4.8,1.7,6.5,36,18,102,0.12,0.12,0.23,0.12,0.23,0.28,0.10,0.38,0.28,0.38,Matches
442d8200,Dani Weatherholt,us USA,D,Courage,31-246,1994,12,7,582,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,9,20,10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.06,Matches
f9ee912d,Sarah Weber,us USA,F,Louisville,22-277,2003,25,14,"1,395",15.5,3,1,4,3,0,0,1,0,4.8,4.8,1.2,5.9,8,29,59,0.19,0.06,0.26,0.19,0.26,0.31,0.08,0.38,0.31,0.38,Matches
b07b7c39,Kennedy Wesley,us USA,D,Wave,24-255,2001,22,20,"1,748",19.4,1,0,1,1,0,0,1,1,1.3,1.3,0.3,1.6,10,50,7,0.05,0.00,0.05,0.05,0.05,0.07,0.01,0.08,0.07,0.08,Matches
274666f1,Christen Westphal,us USA,D,Dash,32-077,1993,9,7,533,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,28,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
a69d6298,Ellie Wheeler,us USA,D,Current,23-339,2001,21,15,"1,312",14.6,1,1,2,1,0,0,1,0,0.8,0.8,0.2,1.0,19,48,22,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07,Matches
eeb2f6eb,Mak Whitham,us USA,M,Gotham FC,15-114,2010,6,0,59,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
7dc25da9,Kate Wiesner,us USA,D,Spirit,24-280,2001,13,10,751,8.3,1,0,1,1,0,0,1,0,0.1,0.1,1.0,1.2,9,29,28,0.12,0.00,0.12,0.12,0.12,0.02,0.13,0.14,0.02,0.14,Matches
787e8bfd,Ryan Williams,us USA,D,Courage,29-268,1996,26,26,"2,336",26.0,1,2,3,1,0,0,1,0,1.4,1.4,3.1,4.5,66,116,138,0.04,0.08,0.12,0.04,0.12,0.05,0.12,0.17,0.05,0.17,Matches
2b0527c9,Arin Wright,us USA,D,Louisville,32-328,1992,22,21,"1,910",21.2,1,2,3,1,0,0,1,0,1.2,1.2,1.0,2.2,11,66,3,0.05,0.09,0.14,0.05,0.14,0.06,0.05,0.10,0.06,0.10,Matches
4f994efc,Summer Yates,us USA,M,Pride,25-154,2000,16,5,559,6.2,0,1,1,0,0,0,2,0,1.4,1.4,2.1,3.4,9,13,30,0.00,0.16,0.16,0.00,0.16,0.22,0.34,0.55,0.22,0.55,Matches
213a7877,Katie Zelem,eng ENG,M,Angel City,29-302,1996,15,6,585,6.5,2,0,2,2,0,0,2,0,1.2,1.2,0.6,1.8,2,41,14,0.31,0.00,0.31,0.31,0.31,0.18,0.10,0.28,0.18,0.28,Matches
82f12690,Claudia Zornoza,es ESP,M,Royals,35-029,1990,24,24,"1,994",22.2,1,2,3,1,0,0,2,0,1.2,1.2,3.2,4.3,26,118,24,0.05,0.09,0.14,0.05,0.14,0.05,0.14,0.20,0.05,0.20,Matches
